
Location		Count
tcm:515-1457			1
tcm:166-4379			1
tcm:914-1637			1
tcm:498-6406			1
tcm:211-9652			1
tcm:277-2612			1
tcm:435-2437			1
tcm:751-4976			1
tcm:280-4119			1
tcm:521-4331			1
tcm:995-7520			1
tcm:921-6448			1
tcm:554-8715			1
tcm:457-5026			1
tcm:771-4947			1
tcm:630-4590			1
tcm:864-4850			1
tcm:962-7958			1
tcm:673-6283			1
tcm:831-1371			1
tcm:764-1049			1
tcm:930-1904			1
tcm:226-9933			1
tcm:389-6338			1
tcm:871-8355			1
tcm:513-3392			1
tcm:807-4046			1
tcm:959-7261			1
tcm:485-9095			1
tcm:941-2594			1
tcm:929-7766			1
tcm:317-6844			1
tcm:183-5648			1
tcm:801-1787			1
tcm:511-9237			1
tcm:399-2707			1
tcm:240-7204			1
tcm:534-5240			1
tcm:140-1217			1
tcm:800-2069			1
tcm:102-9434			1
tcm:552-8489			1
tcm:315-6554			1
tcm:394-8582			1
tcm:167-7559			1
tcm:603-7251			1
tcm:292-5727			1
tcm:954-3482			1
tcm:549-7811			1
tcm:918-5812			1
tcm:449-9218			1
tcm:575-6790			1
tcm:433-2190			1
tcm:931-7350			1
tcm:878-6338			1
tcm:830-9148			1
tcm:532-3694			1
tcm:764-1020			1
tcm:868-1573			1
tcm:707-4167			1
tcm:232-2741			1
tcm:669-2845			1
tcm:588-1930			1
tcm:877-4428			1
tcm:140-3889			1
tcm:745-8204			1
tcm:845-4597			1
tcm:140-2565			1
tcm:741-1400			1
tcm:469-7972			1
tcm:304-5935			1
tcm:941-1249			1
tcm:394-7241			1
tcm:670-2786			1
tcm:920-5413			1
tcm:712-3830			1
tcm:429-9241			1
tcm:265-4929			1
tcm:469-7949			1
tcm:888-1586			1
tcm:288-9308			1
tcm:921-1268			1
tcm:141-9290			1
tcm:895-5099			1
tcm:593-3736			1
tcm:636-1958			1
tcm:660-4064			1
tcm:416-7025			1
tcm:823-5609			1
tcm:603-9892			1
tcm:756-7552			1
tcm:387-2419			1
tcm:278-5852			1
tcm:235-7562			1
tcm:768-7828			1
tcm:217-4396			1
tcm:878-5029			1
tcm:836-7863			1
tcm:954-2149			1
tcm:829-5295			1
tcm:866-6051			1
tcm:169-5671			1
tcm:966-8531			1
tcm:696-9858			1
tcm:245-1469			1
tcm:937-9634			1
tcm:486-8737			1
tcm:780-3940			1
tcm:437-7684			1
tcm:568-5852			1
tcm:222-6656			1
tcm:583-6459			1
tcm:357-5179			1
tcm:680-8893			1
tcm:978-8832			1
tcm:652-9606			1
tcm:512-8943			1
tcm:337-2903			1
tcm:287-7418			1
tcm:414-5894			1
tcm:334-5558			1
tcm:387-1150			1
tcm:548-3258			1
tcm:787-1950			1
tcm:764-9876			1
tcm:121-7100			1
tcm:876-6070			1
tcm:921-5178			1
tcm:621-4233			1
tcm:265-7102			1
tcm:369-4130			1
tcm:576-5144			1
tcm:253-3308			1
tcm:684-9547			1
tcm:748-4341			1
tcm:649-2859			1
tcm:451-6259			1
tcm:893-9584			1
tcm:840-4251			1
tcm:933-4184			1
tcm:475-4289			1
tcm:622-6159			1
tcm:688-6600			1
tcm:966-8551			1
tcm:270-1926			1
tcm:885-7656			1
tcm:885-7659			1
tcm:500-8634			1
tcm:361-2822			1
tcm:770-8744			1
tcm:934-2505			1
tcm:276-5531			1
tcm:602-1762			1
tcm:917-8716			1
tcm:268-4922			1
tcm:781-5835			1
tcm:120-2500			1
tcm:467-4982			1
tcm:113-2593			1
tcm:498-6484			1
tcm:300-7575			1
tcm:134-8003			1
tcm:571-6130			1
tcm:540-2018			1
tcm:724-8954			1
tcm:418-3847			1
tcm:884-5763			1
tcm:566-5184			1
tcm:997-7818			1
tcm:947-2104			1
tcm:581-9622			1
tcm:879-3409			1
tcm:615-2658			1
tcm:661-8613			1
tcm:525-3681			1
tcm:114-8414			1
tcm:636-4199			1
tcm:311-3326			1
tcm:369-6762			1
tcm:364-1564			1
tcm:766-1354			1
tcm:435-9917			1
tcm:136-3487			1
tcm:946-5096			1
tcm:589-3823			1
tcm:472-5986			1
tcm:498-6493			1
tcm:209-6057			1
tcm:362-4765			1
tcm:258-7190			1
tcm:983-9852			1
tcm:249-2092			1
tcm:745-8295			1
tcm:774-4599			1
tcm:368-7043			1
tcm:645-2227			1
tcm:703-3576			1
tcm:969-1103			1
tcm:350-3176			1
tcm:462-3321			1
tcm:887-5322			1
If/you/like/tuna/and/tomato/sauce-/try/combining/the/two./It’s/really/not/as/bad/as/it/sounds.			132
tcm:316-1021			1
tcm:634-1604			1
tcm:483-5254			1
tcm:238-2783			1
tcm:893-9556			1
tcm:267-7424			1
tcm:751-2364			1
tcm:542-3640			1
tcm:115-9098			1
tcm:887-5330			1
tcm:631-6445			1
tcm:273-9010			1
tcm:172-9868			1
tcm:275-7105			1
tcm:915-9772			1
tcm:732-8221			1
tcm:729-4091			1
tcm:951-9550			1
tcm:772-4290			1
tcm:370-7973			1
tcm:431-1835			1
tcm:103-7833			1
tcm:184-6205			1
tcm:240-7260			1
tcm:553-4229			1
tcm:715-2531			1
tcm:696-2398			1
tcm:911-2981			1
tcm:924-1249			1
tcm:756-8806			1
tcm:316-2336			1
tcm:998-9723			1
tcm:607-9164			1
tcm:795-5170			1
tcm:806-6961			1
tcm:215-1880			1
tcm:950-7602			1
tcm:992-2651			1
tcm:406-7091			1
tcm:119-6191			1
tcm:620-5821			1
tcm:528-9869			1
tcm:578-5441			1
tcm:141-3119			1
tcm:268-4939			1
tcm:184-8851			1
tcm:216-9914			1
tcm:427-5435			1
tcm:122-1978			1
tcm:380-6646			1
tcm:808-3761			1
tcm:290-5489			1
tcm:732-9532			1
tcm:255-8479			1
tcm:219-8666			1
tcm:714-4179			1
tcm:944-3402			1
tcm:198-9065			1
tcm:589-6058			1
tcm:499-3951			1
tcm:451-6287			1
tcm:278-9388			1
tcm:897-7965			1
tcm:314-2031			1
tcm:751-7587			1
tcm:774-2259			1
tcm:967-5979			1
tcm:109-1159			1
tcm:839-1830			1
tcm:183-1766			1
tcm:618-1366			1
tcm:869-2636			1
tcm:597-3399			1
tcm:453-8040			1
tcm:769-3685			1
tcm:386-1393			1
tcm:716-4229			1
tcm:506-8602			1
tcm:294-3494			1
tcm:331-1847			1
tcm:492-5769			1
tcm:394-2427			1
tcm:192-9289			1
tcm:251-2975			1
tcm:211-3202			1
tcm:898-4932			1
tcm:253-2177			1
tcm:802-9880			1
tcm:118-5575			1
tcm:907-6140			1
tcm:737-8968			1
tcm:769-3673			1
tcm:550-9340			1
tcm:453-8031			1
tcm:296-2600			1
tcm:831-5157			1
tcm:315-2782			1
tcm:505-7924			1
tcm:538-5993			1
tcm:942-5939			1
tcm:457-3753			1
tcm:339-9136			1
tcm:482-9024			1
tcm:420-9581			1
tcm:516-9373			1
tcm:318-6192			1
tcm:598-1836			1
tcm:898-4903			1
tcm:627-8817			1
tcm:745-6967			1
tcm:458-4457			1
tcm:493-7787			1
tcm:580-7904			1
tcm:296-2630			1
tcm:931-1044			1
tcm:552-4584			1
tcm:514-7973			1
tcm:457-3760			1
tcm:957-8338			1
tcm:409-8601			1
tcm:220-9823			1
tcm:664-2113			1
tcm:761-4716			1
tcm:666-7438			1
The/sky/is/clear;/the/stars/are/twinkling.			117
tcm:158-2686			1
tcm:342-5003			1
tcm:588-6848			1
tcm:877-8125			1
tcm:377-7091			1
tcm:555-3121			1
tcm:216-8863			1
tcm:921-2532			1
tcm:315-1473			1
tcm:351-5499			1
tcm:532-8441			1
tcm:786-2132			1
tcm:843-8983			1
tcm:203-7416			1
tcm:854-3761			1
tcm:958-9012			1
tcm:746-7648			1
tcm:437-2786			1
tcm:687-9121			1
tcm:337-4206			1
tcm:963-3692			1
tcm:882-2772			1
tcm:500-7115			1
tcm:961-3158			1
tcm:555-5795			1
tcm:180-8066			1
tcm:413-2171			1
tcm:500-9773			1
tcm:998-6186			1
tcm:144-3153			1
tcm:962-2995			1
tcm:451-8871			1
tcm:846-6671			1
tcm:122-1693			1
tcm:215-6836			1
tcm:893-9833			1
tcm:110-5318			1
tcm:227-6785			1
tcm:292-9546			1
tcm:935-2009			1
tcm:684-8363			1
tcm:369-1575			1
tcm:694-2012			1
tcm:963-2373			1
tcm:879-7319			1
tcm:143-1199			1
tcm:468-9578			1
tcm:615-7659			1
tcm:294-9606			1
tcm:825-4971			1
tcm:368-5715			1
tcm:730-4181			1
tcm:522-9911			1
tcm:166-5946			1
tcm:555-3150			1
tcm:802-7272			1
tcm:810-5690			1
tcm:164-5416			1
tcm:837-2258			1
tcm:313-6271			1
tcm:396-5149			1
tcm:961-3173			1
tcm:138-2533			1
tcm:379-7529			1
tcm:649-6792			1
tcm:783-8423			1
tcm:152-9957			1
tcm:284-1429			1
tcm:831-2934			1
tcm:757-8612			1
tcm:657-8302			1
tcm:187-1425			1
tcm:939-8731			1
tcm:818-7277			1
tcm:110-7950			1
tcm:779-9655			1
tcm:979-5891			1
tcm:387-8650			1
tcm:610-8130			1
tcm:253-2114			1
tcm:230-2650			1
tcm:441-1560			1
tcm:606-3262			1
tcm:260-8280			1
tcm:906-3248			1
tcm:956-9884			1
tcm:117-4417			1
tcm:787-6744			1
tcm:687-2090			1
tcm:709-9145			1
He/said/he/was/not/there/yesterday;/however,/many/people/saw/him/there.			99
tcm:857-4546			2
tcm:740-4411			1
tcm:464-1071			1
I/was/very/proud/of/my/nickname/throughout/high/school/but/today-/I/couldn’t/be/any/different/to/what/my/nickname/was.			102
tcm:359-3079			1
tcm:708-8463			1
tcm:867-5611			1
tcm:536-3274			1
tcm:493-2949			1
tcm:529-4695			1
tcm:847-6080			1
tcm:584-8056			1
tcm:579-9926			1
tcm:892-6594			1
tcm:400-5097			1
tcm:783-4886			1
tcm:322-2741			1
tcm:151-9249			1
tcm:448-3771			1
tcm:320-2611			1
tcm:662-4692			1
tcm:377-8373			1
tcm:931-8536			1
tcm:801-3089			1
tcm:378-6800			1
tcm:588-9041			1
tcm:478-9364			1
tcm:916-5265			1
tcm:444-7562			1
tcm:307-9133			1
tcm:224-3319			1
tcm:482-1904			1
tcm:837-4827			1
tcm:195-3417			1
tcm:333-3669			1
tcm:761-8253			1
tcm:299-1679			1
tcm:969-2062			1
tcm:489-9842			1
tcm:594-4338			1
tcm:717-8831			1
tcm:403-3678			1
tcm:280-7908			1
tcm:561-7295			1
tcm:500-4947			1
tcm:270-4549			1
tcm:307-9163			1
tcm:616-7079			1
tcm:858-7892			1
tcm:408-6668			1
tcm:278-3478			1
tcm:697-6766			1
tcm:405-8903			1
tcm:220-2359			1
tcm:181-5249			1
tcm:750-6819			1
tcm:394-9932			1
tcm:678-9106			1
tcm:907-2604			1
tcm:660-6849			1
tcm:338-9734			1
tcm:990-8143			1
tcm:729-5633			1
tcm:213-9836			1
tcm:172-2529			1
tcm:334-9234			1
tcm:640-5437			1
tcm:831-6423			1
tcm:220-3672			1
tcm:729-6968			1
tcm:356-4072			1
tcm:473-1595			1
tcm:675-5260			1
tcm:728-9868			1
tcm:844-8322			1
tcm:398-5653			1
tcm:944-6026			1
tcm:785-8939			1
tcm:953-2548			1
tcm:134-3339			1
tcm:571-1344			1
tcm:149-2251			1
tcm:852-9454			1
tcm:214-4800			1
tcm:727-7869			1
tcm:379-6297			1
tcm:669-1588			1
tcm:903-4665			1
tcm:229-3310			1
tcm:998-3991			1
tcm:433-4426			1
tcm:434-5125			1
tcm:158-7462			1
tcm:254-1983			1
tcm:765-4432			1
tcm:373-6931			1
tcm:178-9311			1
tcm:115-1705			1
tcm:910-4627			1
tcm:812-3545			1
tcm:135-5361			1
tcm:970-7168			1
tcm:252-2765			1
tcm:936-5368			1
tcm:929-4086			1
tcm:674-4508			1
tcm:988-1499			1
tcm:550-9304			1
tcm:747-3580			1
tcm:185-5778			1
tcm:834-8584			1
tcm:681-8002			1
tcm:789-3728			1
tcm:686-1400			1
tcm:462-9779			1
tcm:828-3162			1
tcm:706-4830			1
tcm:384-9638			1
tcm:812-2201			1
tcm:244-1669			1
tcm:181-1712			1
tcm:294-9689			1
tcm:428-1028			1
tcm:298-7974			1
tcm:930-1670			1
tcm:739-1575			1
tcm:866-8500			1
tcm:898-2365			1
tcm:769-3622			1
tcm:629-5409			1
tcm:644-3778			1
tcm:679-2795			1
tcm:703-8445			1
tcm:331-5362			1
tcm:691-7016			1
tcm:296-8779			1
tcm:215-6897			1
tcm:114-3215			1
tcm:997-4189			1
tcm:514-6685			1
tcm:251-5144			1
tcm:196-4098			1
tcm:757-1147			1
tcm:177-2480			1
tcm:146-8044			1
tcm:526-3452			1
tcm:137-5441			1
tcm:642-3242			1
tcm:413-2120			1
tcm:856-6471			1
tcm:629-6748			1
tcm:452-8673			1
tcm:254-1998			1
tcm:757-1137			1
tcm:868-8949			1
tcm:156-8395			1
tcm:728-7248			1
tcm:217-2137			1
tcm:778-8991			1
tcm:423-1137			1
tcm:936-6678			1
tcm:812-3511			1
tcm:121-3263			1
tcm:284-8845			1
tcm:757-7384			1
tcm:543-8116			1
tcm:195-2046			1
tcm:759-6506			1
tcm:308-1426			1
tcm:158-7420			1
tcm:390-5004			1
tcm:169-7922			1
tcm:278-2204			1
tcm:320-7461			1
tcm:782-4192			1
tcm:590-3858			1
tcm:878-5394			1
tcm:593-8491			1
tcm:412-8999			1
tcm:430-7160			1
tcm:744-7541			1
tcm:386-6151			1
tcm:579-8541			1
tcm:208-6826			1
tcm:682-2962			1
tcm:411-6834			1
tcm:613-4432			1
tcm:129-9976			1
tcm:752-5686			1
tcm:681-9412			1
tcm:182-5965			1
tcm:582-5728			1
tcm:802-2454			1
tcm:686-1320			1
tcm:104-8723			1
I/hear/that/Nancy/is/very/pretty.			119
tcm:766-2958			1
tcm:698-2523			1
tcm:642-4528			1
tcm:818-2353			1
tcm:740-4474			1
tcm:235-6159			1
tcm:330-5905			1
tcm:916-5213			1
tcm:513-7212			1
tcm:872-2867			1
tcm:466-5184			1
tcm:870-8955			1
tcm:204-4659			1
tcm:448-2381			1
tcm:268-7223			1
tcm:353-1902			1
tcm:383-1554			1
tcm:844-3497			1
tcm:820-6752			1
tcm:733-8044			1
tcm:125-8967			1
tcm:789-9839			1
tcm:412-6317			1
tcm:815-8601			1
tcm:980-6010			1
tcm:194-1436			1
tcm:532-3550			1
tcm:188-9558			1
tcm:657-7094			1
tcm:227-1876			1
tcm:751-2669			1
tcm:228-2659			1
tcm:838-9599			1
tcm:206-7260			1
tcm:441-7627			1
tcm:686-1306			1
tcm:791-9008			1
tcm:368-3155			1
tcm:807-5498			1
tcm:125-7646			1
tcm:454-5274			1
tcm:431-5737			1
tcm:652-7108			1
tcm:883-6110			1
tcm:264-6270			1
tcm:629-6670			1
tcm:568-9065			1
Sometimes/it/is/better/to/just/walk/away/from/things/and/go/back/to/them/later/when/you’re/in/a/better/frame/of/mind.			104
tcm:708-2200			1
tcm:192-3155			1
tcm:237-1697			1
tcm:334-9167			1
tcm:552-8126			1
tcm:794-4029			1
tcm:389-6424			1
tcm:710-3654			1
tcm:749-6174			1
tcm:941-1354			1
tcm:509-8142			1
tcm:612-1248			1
tcm:423-9905			1
tcm:197-2646			1
tcm:235-6103			1
tcm:650-7947			1
tcm:525-8436			1
tcm:223-2719			1
tcm:401-7011			1
tcm:506-2413			1
tcm:355-2027			1
tcm:459-1642			1
tcm:314-6938			1
tcm:953-9904			1
tcm:832-3552			1
tcm:232-1777			1
tcm:621-5650			1
tcm:469-5437			1
tcm:202-5483			1
tcm:966-8877			1
tcm:793-3429			1
tcm:329-3558			1
tcm:496-3611			1
tcm:273-4085			1
tcm:597-4736			1
tcm:824-5250			1
tcm:678-9165			1
tcm:760-8839			1
tcm:111-1240			1
tcm:522-7265			1
tcm:249-5653			1
tcm:797-3128			1
tcm:962-6563			1
tcm:364-5210			1
tcm:540-8277			1
tcm:882-8895			1
tcm:268-7264			1
tcm:314-6924			1
tcm:192-3130			1
tcm:437-7579			1
tcm:114-5917			1
tcm:505-4067			1
tcm:304-3647			1
tcm:963-7159			1
tcm:587-7129			1
tcm:121-4528			1
tcm:820-4136			1
tcm:104-8731			1
tcm:684-2138			1
tcm:221-4808			1
tcm:292-3405			1
tcm:838-8231			1
tcm:909-6583			1
tcm:439-4591			1
tcm:851-9559			1
tcm:829-5178			1
tcm:155-8469			1
tcm:702-6576			1
tcm:692-4231			1
tcm:535-2669			1
tcm:172-3813			1
tcm:861-2356			1
tcm:853-5264			1
tcm:793-3408			1
tcm:634-8721			1
tcm:329-3538			1
tcm:798-5062			1
tcm:591-5722			1
tcm:710-3669			1
tcm:939-2515			1
tcm:249-4304			1
tcm:241-1762			1
tcm:179-1619			1
tcm:307-4372			1
tcm:460-4434			1
tcm:166-3304			1
tcm:771-1146			1
tcm:448-7215			1
tcm:574-7302			1
tcm:724-8856			1
tcm:932-3006			1
tcm:418-2856			1
tcm:577-8011			1
tcm:196-7980			1
tcm:860-7837			1
tcm:425-8981			1
tcm:517-5208			1
tcm:259-5400			1
tcm:529-8121			1
tcm:643-7952			1
tcm:311-3467			1
tcm:798-1521			1
tcm:166-4641			1
tcm:275-8517			1
tcm:126-7553			1
tcm:130-7268			1
tcm:733-4517			1
tcm:127-8103			1
tcm:595-6806			1
tcm:236-3208			1
tcm:671-2177			1
tcm:783-9797			1
tcm:736-3051			1
tcm:392-6887			1
tcm:571-7584			1
tcm:597-8220			1
tcm:116-6014			1
tcm:692-5592			1
tcm:900-3178			1
tcm:769-8529			1
tcm:143-3767			1
tcm:900-3171			1
tcm:509-9494			1
tcm:297-3378			1
tcm:909-6541			1
tcm:712-6358			1
tcm:213-4948			1
tcm:338-2300			1
tcm:886-7284			1
tcm:284-2697			1
tcm:507-4100			1
tcm:242-8737			1
tcm:671-2182			1
tcm:716-5487			1
tcm:359-5726			1
tcm:850-7643			1
tcm:811-1445			1
tcm:196-7976			1
tcm:208-5552			1
tcm:794-5329			1
tcm:252-7620			1
He/told/us/a/very/exciting/adventure/story.			103
tcm:773-1614			1
tcm:647-2817			1
tcm:876-2604			1
tcm:270-9312			1
tcm:644-8518			1
tcm:249-3017			1
tcm:137-1973			1
tcm:202-1944			1
tcm:893-7244			1
tcm:442-3659			1
tcm:148-1032			1
tcm:947-5994			1
tcm:545-4644			1
tcm:224-9501			1
tcm:318-3860			1
tcm:545-4641			1
tcm:365-9726			1
tcm:245-1529			1
tcm:257-7588			1
tcm:848-8065			1
tcm:975-5211			1
tcm:803-9273			1
tcm:991-5296			1
tcm:757-7336			1
tcm:324-5438			1
tcm:425-6352			1
tcm:541-4073			1
tcm:712-5053			1
tcm:359-4418			1
tcm:806-4218			1
tcm:256-6932			1
tcm:347-5000			1
tcm:631-4149			1
tcm:252-6352			1
tcm:837-9639			1
tcm:679-6228			1
tcm:304-2386			1
tcm:335-5192			1
tcm:891-9364			1
tcm:973-9998			1
tcm:972-6701			1
tcm:680-3908			1
tcm:712-5063			1
tcm:128-6761			1
tcm:440-3147			1
tcm:491-9875			1
tcm:824-7860			1
tcm:551-5147			1
tcm:907-8876			1
tcm:667-8147			1
tcm:132-6293			1
tcm:883-6167			1
tcm:662-8233			1
tcm:610-5938			1
tcm:735-7085			1
tcm:843-2841			1
tcm:131-3029			1
tcm:307-3099			1
tcm:528-6232			1
tcm:131-4356			1
tcm:242-8770			1
tcm:335-2901			1
tcm:732-9417			1
tcm:413-9547			1
tcm:447-7944			1
tcm:942-5878			1
tcm:227-1829			1
tcm:988-7698			1
tcm:551-6466			1
tcm:301-5832			1
tcm:884-5834			1
tcm:682-6412			1
tcm:630-7036			1
Cats/are/good/pets,/for/they/are/clean/and/are/not/noisy.			136
tcm:997-6661			1
tcm:503-7579			1
tcm:558-4840			1
tcm:629-1745			1
tcm:545-8246			1
tcm:239-1035			1
tcm:482-1877			1
tcm:963-2201			1
tcm:117-6925			1
tcm:863-7619			1
tcm:731-3804			1
tcm:670-7882			1
tcm:780-5151			1
tcm:971-4826			1
tcm:388-9457			1
tcm:684-4917			1
tcm:926-5655			1
tcm:985-9817			1
tcm:513-4948			1
tcm:779-9514			1
tcm:239-2350			1
tcm:731-6067			1
tcm:556-7646			1
tcm:377-2302			1
tcm:600-8656			1
tcm:310-5196			1
tcm:869-2761			1
tcm:410-9841			1
tcm:981-4463			1
tcm:641-8858			1
tcm:817-7722			1
tcm:721-7766			1
tcm:962-2843			1
tcm:584-4661			1
tcm:960-1287			1
tcm:549-1511			1
tcm:427-1700			1
tcm:585-5124			1
tcm:249-3083			1
tcm:106-5114			1
tcm:975-1676			1
tcm:923-5321			1
tcm:940-4277			1
tcm:687-9221			1
tcm:984-5402			1
tcm:642-8212			1
tcm:268-2451			1
tcm:434-5225			1
tcm:478-4405			1
tcm:154-1520			1
tcm:209-3986			1
tcm:401-3471			1
tcm:836-1440			1
tcm:131-5524			1
tcm:256-3004			1
tcm:830-4557			1
tcm:219-9717			1
tcm:235-1159			1
tcm:102-2143			1
tcm:266-5252			1
tcm:189-4073			1
tcm:990-9512			1
tcm:650-5146			1
tcm:788-1879			1
tcm:434-5210			1
tcm:196-6802			1
tcm:737-8829			1
tcm:469-9013			1
tcm:520-8425			1
tcm:109-4985			1
tcm:464-6043			1
tcm:604-5484			1
tcm:726-9403			1
tcm:550-9279			1
tcm:481-2082			1
tcm:683-2939			1
tcm:731-3840			1
tcm:931-2233			1
tcm:569-8890			1
tcm:173-4471			1
tcm:834-9966			1
tcm:796-7380			1
tcm:571-2702			1
tcm:897-5016			1
tcm:783-8521			1
tcm:149-4953			1
tcm:676-7806			1
tcm:756-1229			1
tcm:952-5480			1
tcm:547-1041			1
tcm:416-1012			1
tcm:684-8481			1
tcm:337-6753			1
tcm:283-4395			1
tcm:139-2055			1
tcm:524-7691			1
tcm:136-7267			1
tcm:326-2502			1
tcm:462-7077			1
tcm:926-6948			1
tcm:694-3229			1
tcm:764-8693			1
tcm:880-2370			1
tcm:471-9907			1
tcm:338-9871			1
tcm:281-1016			1
tcm:920-9216			1
tcm:675-6494			1
tcm:714-1632			1
tcm:493-5047			1
tcm:453-9478			1
tcm:837-3465			1
tcm:465-5820			1
tcm:914-8867			1
tcm:921-2689			1
tcm:327-9348			1
tcm:333-8641			1
tcm:801-6895			1
tcm:786-3395			1
tcm:711-9294			1
I/want/more/detailed/information.			120
tcm:188-2272			1
tcm:323-5967			1
tcm:767-8385			1
tcm:326-3809			1
tcm:423-4918			1
tcm:149-7196			1
tcm:764-7344			1
tcm:496-8602			1
tcm:493-5057			1
tcm:345-9800			1
tcm:914-8859			1
tcm:856-2831			1
tcm:908-4752			1
tcm:474-2102			1
tcm:770-8604			1
tcm:950-6493			1
Joe/made/the/sugar/cookies;/Susan/decorated/them.			120
tcm:669-6542			1
tcm:647-2697			1
tcm:724-1296			1
tcm:116-7155			1
tcm:641-7585			1
tcm:407-2109			1
tcm:138-2662			1
tcm:651-7100			1
tcm:274-7267			1
tcm:204-8036			1
tcm:719-9496			1
tcm:775-6744			1
tcm:624-7926			1
tcm:740-5867			1
tcm:150-8422			1
tcm:811-6440			1
tcm:600-7396			1
tcm:681-9247			1
tcm:115-1860			1
tcm:805-3436			1
tcm:848-3099			1
tcm:144-6987			1
tcm:375-8007			1
tcm:536-4487			1
tcm:377-8494			1
tcm:327-5881			1
tcm:649-7987			1
tcm:388-8197			1
tcm:878-6535			1
tcm:591-4607			1
tcm:327-3213			1
tcm:957-3615			1
tcm:798-7625			1
tcm:513-7162			1
tcm:408-5485			1
tcm:448-4995			1
tcm:758-8112			1
tcm:365-7290			1
tcm:932-9118			1
tcm:368-3213			1
tcm:637-9836			1
tcm:942-8248			1
tcm:756-8699			1
tcm:518-2228			1
tcm:251-6389			1
tcm:431-4226			1
tcm:617-4058			1
tcm:265-3438			1
tcm:756-8691			2
tcm:346-4343			1
tcm:452-8736			1
tcm:204-8052			1
tcm:228-6048			1
tcm:162-4822			1
tcm:387-7478			1
tcm:355-9490			1
tcm:956-2268			1
tcm:679-1382			1
tcm:514-1914			1
tcm:648-8209			1
tcm:727-7920			1
tcm:149-4979			1
tcm:275-3775			1
tcm:526-3522			1
tcm:770-2414			1
tcm:344-1875			1
tcm:301-9328			1
tcm:120-7601			1
tcm:453-3321			1
tcm:598-1787			1
tcm:137-5527			1
tcm:566-6606			1
tcm:615-7798			1
tcm:286-1814			1
tcm:235-9953			1
tcm:461-1582			1
tcm:434-5293			1
tcm:164-6808			1
tcm:231-9330			1
tcm:792-6190			1
tcm:195-2228			1
tcm:343-2068			1
tcm:949-8408			1
tcm:591-8197			1
tcm:163-1945			1
tcm:392-1855			1
tcm:406-3382			1
tcm:272-8250			1
tcm:833-4024			1
tcm:384-8409			1
tcm:338-1067			1
tcm:603-4705			1
tcm:144-5607			1
tcm:842-9243			1
tcm:869-2714			1
tcm:735-8516			1
tcm:110-4175			1
tcm:746-2914			1
tcm:861-9930			1
tcm:953-1336			1
tcm:267-3759			1
tcm:914-6268			1
tcm:619-5644			1
tcm:463-9020			1
tcm:441-7859			1
tcm:765-4553			1
tcm:314-9256			1
tcm:311-9750			1
tcm:246-9789			1
tcm:437-6180			1
tcm:467-8365			1
tcm:184-2538			1
tcm:260-2207			1
tcm:469-1910			1
tcm:571-2784			1
tcm:757-1231			1
tcm:227-6823			1
tcm:311-9762			1
tcm:185-5651			1
tcm:398-5529			1
tcm:306-3909			1
tcm:942-9533			1
tcm:795-7940			1
tcm:145-7401			1
tcm:745-4498			1
tcm:416-9813			1
tcm:838-9612			1
tcm:676-2984			1
tcm:994-6318			1
tcm:644-1020			1
tcm:859-7183			1
tcm:857-9499			1
tcm:454-7793			1
tcm:751-7495			1
tcm:715-9845			1
tcm:156-7199			1
tcm:797-9154			1
tcm:832-3504			1
tcm:388-5981			1
tcm:328-8986			1
tcm:893-4872			1
tcm:564-8921			1
tcm:414-9514			1
tcm:371-6535			1
tcm:798-6327			1
tcm:445-2642			1
tcm:616-3546			1
tcm:587-1098			1
tcm:570-8874			1
tcm:239-3633			1
tcm:505-1631			1
tcm:334-9304			1
tcm:560-5395			1
tcm:268-9964			1
tcm:412-3926			1
tcm:988-1583			1
tcm:901-5005			1
tcm:981-5746			1
tcm:963-3519			1
tcm:171-1959			1
tcm:468-2219			1
tcm:553-1881			1
tcm:696-8366			1
tcm:767-2214			1
tcm:661-2711			1
tcm:857-5918			1
tcm:379-6144			1
tcm:855-5604			1
tcm:627-7652			1
tcm:789-3824			1
tcm:123-7136			1
tcm:747-3445			1
tcm:180-4432			1
tcm:949-7118			1
tcm:514-4132			1
tcm:471-1129			1
tcm:728-8456			1
tcm:660-5688			1
tcm:481-3413			1
tcm:838-4818			1
tcm:836-7633			1
tcm:730-9059			1
tcm:406-3317			1
tcm:264-5032			1
tcm:750-1999			1
tcm:107-4770			1
tcm:340-9944			1
tcm:655-2086			1
tcm:953-1257			1
tcm:108-6679			1
tcm:257-2895			1
tcm:378-1997			1
tcm:725-8066			1
tcm:773-5002			1
tcm:149-9809			1
tcm:554-9825			1
tcm:847-2444			1
tcm:109-8585			1
tcm:565-3423			1
tcm:410-4948			1
tcm:187-5127			1
tcm:543-9317			1
tcm:646-5656			1
tcm:749-3812			1
A/glittering/gem/is/not/enough.			66
tcm:739-5122			1
tcm:521-6769			1
tcm:832-3476			1
tcm:666-3898			1
tcm:900-4313			1
tcm:106-2859			1
tcm:218-5275			1
tcm:558-9605			1
tcm:395-9482			1
tcm:945-4207			1
tcm:967-9424			1
tcm:992-7213			1
tcm:708-3607			1
tcm:946-7459			1
tcm:373-5599			1
tcm:372-3680			1
tcm:823-3217			1
tcm:172-3906			1
tcm:926-9226			1
tcm:817-1617			1
tcm:957-2351			1
tcm:821-1944			1
tcm:343-4772			1
tcm:932-6812			1
tcm:680-9932			1
tcm:714-7814			1
tcm:819-5439			1
